pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-0.0663084,0.641379,0.500125,0.641379,0.416309,0.641379,All
-0.063755,0.643678,0.501496,0.643678,0.426492,0.643678,All
-0.0628171,0.645977,0.502043,0.645977,0.428469,0.645977,All
-0.0581116,0.648276,0.506007,0.648276,0.430239,0.648276,All
-0.057206,0.650575,0.517859,0.650575,0.432485,0.650575,All
-0.0555766,0.652874,0.520014,0.652874,0.451532,0.652874,All
-0.0491283,0.655172,0.521543,0.655172,0.453369,0.655172,All
-0.0488516,0.657471,0.524017,0.657471,0.467707,0.657471,All
-0.032727,0.65977,0.528831,0.65977,0.475014,0.65977,All
-0.0294438,0.662069,0.530615,0.662069,0.479025,0.662069,All
-0.0159606,0.664368,0.543577,0.664368,0.490409,0.664368,All
-0.0156827,0.666667,0.544794,0.666667,0.522098,0.666667,All
-0.00956162,0.668966,0.545947,0.668966,0.52246,0.668966,All
-0.00328906,0.671264,0.546212,0.671264,0.523958,0.671264,All
0.00539696,0.673563,0.548303,0.673563,0.525474,0.673563,All
0.00714746,0.675862,0.548501,0.675862,0.532448,0.675862,All
0.0100765,0.678161,0.54982,0.678161,0.535509,0.678161,All
0.0145957,0.68046,0.550769,0.68046,0.53725,0.68046,All
0.015152,0.682759,0.554652,0.682759,0.537308,0.682759,All
0.0261773,0.685057,0.555375,0.685057,0.540955,0.685057,All
0.0312722,0.687356,0.557876,0.687356,0.546647,0.687356,All
0.0398633,0.689655,0.559167,0.689655,0.556253,0.689655,All
0.0423944,0.691954,0.560394,0.691954,0.556504,0.691954,All
0.0435442,0.694253,0.562317,0.694253,0.561492,0.694253,All
0.0436163,0.696552,0.575989,0.696552,0.562394,0.696552,All
0.048583,0.698851,0.589745,0.698851,0.592142,0.698851,All
0.050149,0.701149,0.591914,0.701149,0.593071,0.701149,All
0.0518785,0.703448,0.592428,0.703448,0.597068,0.703448,All
0.0531083,0.705747,0.593198,0.705747,0.604394,0.705747,All
0.0568995,0.708046,0.593807,0.708046,0.626477,0.708046,All
0.0665679,0.710345,0.606581,0.710345,0.630758,0.710345,All
0.0683717,0.712644,0.60848,0.712644,0.640418,0.712644,All
0.0691713,0.714943,0.614389,0.714943,0.644975,0.714943,All
0.0705619,0.717241,0.623267,0.717241,0.651663,0.717241,All
0.0768198,0.71954,0.632816,0.71954,0.658509,0.71954,All
0.0774629,0.721839,0.638445,0.721839,0.666318,0.721839,All
0.0810498,0.724138,0.639052,0.724138,0.676987,0.724138,All
0.0870176,0.726437,0.639542,0.726437,0.683249,0.726437,All
0.0903463,0.728736,0.640873,0.728736,0.695251,0.728736,All
0.0915769,0.731034,0.649617,0.731034,0.700648,0.731034,All
0.0935941,0.733333,0.651079,0.733333,0.703406,0.733333,All
0.0964629,0.735632,0.652575,0.735632,0.708594,0.735632,All
0.0970136,0.737931,0.657872,0.737931,0.712336,0.737931,All
0.113638,0.74023,0.661127,0.74023,0.75095,0.74023,All
0.121501,0.742529,0.66357,0.742529,0.753089,0.742529,All
0.125195,0.744828,0.668086,0.744828,0.753472,0.744828,All
0.145814,0.747126,0.677151,0.747126,0.757923,0.747126,All
0.157872,0.749425,0.68313,0.749425,0.759383,0.749425,All
0.16525,0.751724,0.693605,0.751724,0.763347,0.751724,All
0.172866,0.754023,0.69362,0.754023,0.76492,0.754023,All
0.19096,0.756322,0.695876,0.756322,0.767287,0.756322,All
0.194199,0.758621,0.701386,0.758621,0.773578,0.758621,All
0.208574,0.76092,0.706448,0.76092,0.77733,0.76092,All
0.219233,0.763218,0.70933,0.763218,0.785478,0.763218,All
0.224359,0.765517,0.714548,0.765517,0.787046,0.765517,All
0.232575,0.767816,0.71887,0.767816,0.799535,0.767816,All
0.23321,0.770115,0.726034,0.770115,0.800976,0.770115,All
0.258359,0.772414,0.729516,0.772414,0.803077,0.772414,All
0.259375,0.774713,0.732529,0.774713,0.817217,0.774713,All
0.262019,0.777011,0.737085,0.777011,0.819096,0.777011,All
0.263759,0.77931,0.738294,0.77931,0.825596,0.77931,All
0.266597,0.781609,0.739861,0.781609,0.826267,0.781609,All
0.271723,0.783908,0.741159,0.783908,0.83882,0.783908,All
0.291895,0.786207,0.745197,0.786207,0.843413,0.786207,All
0.305443,0.788506,0.748456,0.788506,0.844763,0.788506,All
0.341236,0.790805,0.749362,0.790805,0.851642,0.790805,All
0.358961,0.793103,0.755906,0.793103,0.859569,0.793103,All
0.371259,0.795402,0.762209,0.795402,0.861301,0.795402,All
0.371966,0.797701,0.762668,0.797701,0.868089,0.797701,All
0.372059,0.8,0.770009,0.8,0.872386,0.8,All
0.373107,0.802299,0.770099,0.802299,0.872691,0.802299,All
0.383198,0.804598,0.778226,0.804598,0.873434,0.804598,All
0.408224,0.806897,0.796055,0.806897,0.882259,0.806897,All
0.409262,0.809195,0.800913,0.809195,0.884349,0.809195,All
0.415141,0.811494,0.801156,0.811494,0.89719,0.811494,All
0.416854,0.813793,0.806662,0.813793,0.907025,0.813793,All
0.418453,0.816092,0.814786,0.816092,0.921443,0.816092,All
0.422568,0.818391,0.815074,0.818391,0.925107,0.818391,All
0.434278,0.82069,0.817303,0.82069,0.925628,0.82069,All
0.434469,0.822989,0.826228,0.822989,0.928988,0.822989,All
0.446497,0.825287,0.831353,0.825287,0.931411,0.825287,All
0.448792,0.827586,0.83168,0.827586,0.937377,0.827586,All
0.450389,0.829885,0.839974,0.829885,0.948937,0.829885,All
0.486445,0.832184,0.855432,0.832184,0.956082,0.832184,All
0.499374,0.834483,0.856691,0.834483,0.962684,0.834483,All
0.501567,0.836782,0.857063,0.836782,0.990406,0.836782,All
0.506804,0.83908,0.866856,0.83908,0.995447,0.83908,All
0.508179,0.841379,0.868796,0.841379,1.00307,0.841379,All
0.517207,0.843678,0.883445,0.843678,1.0123,0.843678,All
0.522224,0.845977,0.886673,0.845977,1.02743,0.845977,All
0.528986,0.848276,0.903976,0.848276,1.03496,0.848276,All
0.550612,0.850575,0.906559,0.850575,1.03779,0.850575,All
0.612381,0.852874,0.90765,0.852874,1.03821,0.852874,All
0.642711,0.855172,0.908609,0.855172,1.04186,0.855172,All
0.691614,0.857471,0.917398,0.857471,1.04754,0.857471,All
0.691964,0.85977,0.917589,0.85977,1.06122,0.85977,All
0.710788,0.862069,0.917731,0.862069,1.06142,0.862069,All
0.781102,0.864368,0.918196,0.864368,1.07886,0.864368,All
0.781763,0.866667,0.941821,0.866667,1.08409,0.866667,All
0.782594,0.868966,0.96326,0.868966,1.08453,0.868966,All
0.795546,0.871264,0.967922,0.871264,1.09714,0.871264,All
0.799331,0.873563,0.974049,0.873563,1.10041,0.873563,All
0.803814,0.875862,0.97775,0.875862,1.10442,0.875862,All
0.854359,0.878161,0.984109,0.878161,1.1306,0.878161,All
0.891564,0.88046,0.988785,0.88046,1.14106,0.88046,All
0.906474,0.882759,0.989244,0.882759,1.16633,0.882759,All
0.923127,0.885057,0.995236,0.885057,1.17462,0.885057,All
0.936831,0.887356,0.997241,0.887356,1.18601,0.887356,All
0.943139,0.889655,0.997885,0.889655,1.19584,0.889655,All
0.98119,0.891954,0.999178,0.891954,1.21157,0.891954,All
1.0037,0.894253,1.00363,0.894253,1.21425,0.894253,All
1.00944,0.896552,1.00417,0.896552,1.21826,0.896552,All
1.02219,0.898851,1.02331,0.898851,1.23031,0.898851,All
1.02233,0.901149,1.02353,0.901149,1.23932,0.901149,All
1.02498,0.903448,1.03939,0.903448,1.24454,0.903448,All
1.05282,0.905747,1.07048,0.905747,1.27447,0.905747,All
1.08337,0.908046,1.0774,0.908046,1.29452,0.908046,All
1.08716,0.910345,1.08167,0.910345,1.29526,0.910345,All
1.08945,0.912644,1.08994,0.912644,1.31271,0.912644,All
1.09502,0.914943,1.13345,0.914943,1.31596,0.914943,All
1.13636,0.917241,1.13447,0.917241,1.31986,0.917241,All
1.15261,0.91954,1.1946,0.91954,1.32816,0.91954,All
1.15626,0.921839,1.19499,0.921839,1.33857,0.921839,All
1.15685,0.924138,1.20312,0.924138,1.33917,0.924138,All
