pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.329062,0.77931,0.77969,0.77931,0.798322,0.77931,All
0.331236,0.781609,0.788997,0.781609,0.800759,0.781609,All
0.344294,0.783908,0.789046,0.783908,0.801766,0.783908,All
0.356418,0.786207,0.795568,0.786207,0.802618,0.786207,All
0.360861,0.788506,0.800042,0.788506,0.803077,0.788506,All
0.37905,0.790805,0.800583,0.790805,0.808536,0.790805,All
0.381325,0.793103,0.801781,0.793103,0.828736,0.793103,All
0.394231,0.795402,0.819085,0.795402,0.829215,0.795402,All
0.398091,0.797701,0.822381,0.797701,0.833788,0.797701,All
0.412877,0.8,0.824837,0.8,0.839749,0.8,All
0.42321,0.802299,0.826454,0.802299,0.844492,0.802299,All
0.431238,0.804598,0.839345,0.804598,0.851642,0.804598,All
0.44296,0.806897,0.841008,0.806897,0.865089,0.806897,All
0.4473,0.809195,0.841028,0.809195,0.870439,0.809195,All
0.451063,0.811494,0.844257,0.811494,0.874963,0.811494,All
0.47014,0.813793,0.847995,0.813793,0.878451,0.813793,All
0.485322,0.816092,0.858492,0.816092,0.881494,0.816092,All
0.493172,0.818391,0.863029,0.818391,0.887223,0.818391,All
0.517338,0.82069,0.864299,0.82069,0.89966,0.82069,All
0.536353,0.822989,0.869211,0.822989,0.909034,0.822989,All
0.544172,0.825287,0.881726,0.825287,0.919367,0.825287,All
0.560409,0.827586,0.895489,0.827586,0.945439,0.827586,All
0.620398,0.829885,0.901797,0.829885,0.953208,0.829885,All
0.635661,0.832184,0.90317,0.832184,0.954762,0.832184,All
0.673117,0.834483,0.904754,0.834483,0.971392,0.834483,All
0.67683,0.836782,0.913187,0.836782,0.971487,0.836782,All
0.713508,0.83908,0.916824,0.83908,0.991778,0.83908,All
0.728874,0.841379,0.918897,0.841379,1.01281,0.841379,All
0.731866,0.843678,0.918931,0.843678,1.01508,0.843678,All
0.767948,0.845977,0.926409,0.845977,1.03329,0.845977,All
0.772598,0.848276,0.933345,0.848276,1.03724,0.848276,All
0.80797,0.850575,0.936207,0.850575,1.04117,0.850575,All
0.810545,0.852874,0.938535,0.852874,1.04354,0.852874,All
0.833491,0.855172,0.941497,0.855172,1.06625,0.855172,All
0.843265,0.857471,0.957288,0.857471,1.08243,0.857471,All
